rating;numSlides;numShapes;numImgs;isEdited;hasExplanation;hasVideo;hasWordcloud;hasMPC;hasContent;avgX;avgY;avgWidth;avgHeight;presentationStyleId;backgroundOpacity;initialPromptTokens;initialPrompt;CHAR_LENGTH(PA.response);language;length;toneOfVoice;imgURLs;subject
5;6;24;6;1;1;0;1;0;1;646,3;285,8;959;419,6;21;0.4;37;Most Devastating Philippine Disasters;359;English;Summarized;Neutral;https://cdn.sendsteps.com/images/slides/2024_05_02_01_15-CVkeoZrT_X0rRH13.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_01_15-MCHHUcNkDMM20vwH.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_01_15-MRQ6Ic2SAcgOwM3c.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_01_15-PSCZ0DC4sludZMIz.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_01_15-qLwZ7rVpv24RnNbT.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_01_15-r_2L8tcL1CEnghUk.jpeg;Unforgettable Tragedies: Exploring the Most Devastating Philippine Disasters
1;6;24;6;1;0;0;1;0;1;646,3;294,5;959;456;21;0.4;26;Pendidikan Pemilih Pemula ;359;English;Summarized;Neutral;https://cdn.sendsteps.com/images/slides/2024_05_02_01_57-7XMb4A72aQWBKJfd.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_01_57-ApptAb3kiZuH9-g1.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_01_57-czVq2LNrF1jr7QvF.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_01_57-Hp_57LcmIy-TIBqk.webp||https://cdn.sendsteps.com/images/slides/2024_05_02_01_57-Nww8oICJCeNkPF1r.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_01_58-tS5hncaEQViZyG55.jpeg;Introduction to Voter Education for Beginners
1;6;24;6;0;1;0;1;0;1;642,3;289;979;679,5;21;0.4;61;haz una presentación para mí novia de como me enamore de ella;359;Spanish;Summarized;Neutral;https://cdn.sendsteps.com/images/slides/2024_05_02_03_09-_k8Vwh1NuxqIvEF_.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_03_09-fMOSLGF5ABIHkWBL.png||https://cdn.sendsteps.com/images/slides/2024_05_02_03_09-HqJIYsBy-C8yvCYT.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_03_09-M3dQuWIqHN92CGxG.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_03_09-Oc0hoCtH94iH5owG.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_03_09-Z_ZCnSY_kDXu2POl.jpeg;El recorrido de nuestro amor: Cómo me enamoré de ti
1;10;40;10;1;0;0;1;1;1;585,5;345,5;1092,6;544,5;21;0.4;474;"training methods
the presentation needs to have 3 parts:
1 what is training
2. types of training (continuous training, interval training, circuit training and weight training)
each of those types of training need to have an slide just explaining these points about them:
what do they involve, what do they involve (ability or component), different types of them and disadvantages and advantages of them

3. the bibliography of all that information needs to appear at the end";360;English;Informative;Neutral;https://cdn.sendsteps.com/images/slides/2024_05_02_04_26-He7V6cS_6IJdasLl.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_04_26-ji0T--OajeK5vLi5.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_04_26-kRnzBlkjOfPzdxkQ.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_04_26-oupHKhhbB-n76dNF.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_04_26-Q2z4CLN-PUXexrwB.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_04_26-QOY1xnCD8ytgtbm8.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_04_26-tYEpsbf7tBKc9UdS.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_04_26-vu0Bn9RHppQ12qO0.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_04_26-YwMUounvh5JmKu0v.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_04_26-ZorqFEfPyjCvan_2.jpeg;Title 1: Training Methods: An Overview
4;7;28;7;1;1;0;1;1;1;686,3;286,7;921,9;488,2;1;0.4;4;Audi;360;English;Informative;Neutral;https://cdn.sendsteps.com/images/slides/2024_05_02_05_01-BUeKOoCBvtMSxgYy.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_05_01-hNATt-SSF18G7scJ.png||https://cdn.sendsteps.com/images/slides/2024_05_02_05_01-SLk4ycm63QI5n9-q.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_05_01-wwOEsY7V1GVUX2KW.png||https://cdn.sendsteps.com/images/slides/2024_05_02_05_01-yblLGvX7R75NUQW6.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_05_30-_IFKxxPQ3veRJNas.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_05_40-s1bJhaiDFe49wx4f.jpeg;Audi
4;6;22;6;1;0;0;1;0;1;691,9;303;910,9;482,6;21;0.4;174;Make a report gathering all information on horses,from all over the world.as presidents bodyguards in india,as in ceremonial function in India and as they help in Indian army;359;English;Summarized;Neutral;https://cdn.sendsteps.com/images/slides/2024_05_02_05_36-a2EH67FgbBE1g8m-.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_05_36-biwbNBBh-QvrCx6z.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_05_36-MkigtXjcWE8fGmLs.gif||https://cdn.sendsteps.com/images/slides/2024_05_02_05_36-wKG2pklWXvrmz9UR.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_05_36-ZBpXXbK4GOd7zjfb.jpg||https://cdn.sendsteps.com/images/slides/2024_05_02_05_40-AHpExIOESdrDtk7s.jpeg;Unveiling the Global Perspective: Gathering Information on Horses and their Diverse Roles Worldwide
2;13;52;13;0;0;0;1;1;1;649,3;328,9;1012,8;427,7;21;0.4;5;Crime;360;English;Detailed;Neutral;https://cdn.sendsteps.com/images/slides/2024_05_02_05_45-3RMmAOYCPG1PdlGE.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_05_45-84loV0L8uM9Wie8Z.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_05_45-dJ2UbPbu9NuAUYx6.png||https://cdn.sendsteps.com/images/slides/2024_05_02_05_45-LX-PHs7I_gIcALH4.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_05_45-mbJzmB_zAaZsLwdY.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_05_45-oTimjgloh7ChAD64.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_05_45-qxJdl1Kb5crv1yxi.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_05_45-w7FGjO8vlfxQL5dj.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_05_45-XEXG8MzqnpCrbfSx.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_05_46-bAiaUeViNHeMOvHH.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_05_46-oihPTmtu-wUrtOaM.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_05_46-SkXDMjNqRKCj4xvg.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_05_46-xSXXMloZeIa3yOB9.jpeg;Understanding the Dynamics of Crime: Exploring Causes and Consequences
4;12;48;12;1;0;0;1;1;1;630,3;326,3;1025;410,8;21;0.4;181;Make a professional as well as creative presentation on netflix clone project where we talk about how it works, its backend, frontend etc with a decent amount of content of 14 pages;360;English;Detailed;Intellectual;https://cdn.sendsteps.com/images/slides/2024_05_02_09_32-7rDJvOt8JY0sDaL3.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_09_32-8bbfy_Q-eyjuymVX.png||https://cdn.sendsteps.com/images/slides/2024_05_02_09_32-CBKJ9nTuPJ9vvqpO.png||https://cdn.sendsteps.com/images/slides/2024_05_02_09_32-cJ1lDGo3gJnWpx4w.png||https://cdn.sendsteps.com/images/slides/2024_05_02_09_32-cpo4i89erj1MAEzz.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_09_32-jhcGaGtwlBUTs0NO.png||https://cdn.sendsteps.com/images/slides/2024_05_02_09_32-jJzMbxbGGfBSssmS.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_09_32-qUXHum-1w5JNqkwK.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_09_33-KN7BzRLHpkAeH7X4.png||https://cdn.sendsteps.com/images/slides/2024_05_02_09_33-pEBqgp-NCwuMXI3q.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_09_33-sZiZPf_n7GF7q00F.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_09_33-YQFE1-sI6ltdoc7O.png;Netflix clone : the best video streaming platform
5;6;24;6;0;0;0;1;0;1;646,3;288,3;959;432;21;0.4;6;Hunger;359;English;Summarized;Casual;https://cdn.sendsteps.com/images/slides/2024_05_02_12_05-4UdJOi6Y0GzjjnNw.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_12_05-57GyBdHhDjky2_6O.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_12_05-IYZpzmGf3cLQD3vW.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_12_05-mZNdDXY3g1KV7yc4.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_12_05-OEUrH-NFOtniIkIL.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_12_05-olyH3Y_5b56PRHKu.jpeg;Hangry No More: Fighting Hunger in Our Community
5;10;40;10;0;1;0;1;1;1;595,1;328,1;1104,6;410,7;2;0.4;27;The Spanish Revolution 1868;360;English;Informative;Casual;https://cdn.sendsteps.com/images/slides/2024_05_02_12_26-5lN32GWZY812cFYo.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_12_26-aezfmuFmChS0zjvQ.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_12_26-cB5n_wqnOHRDtmQo.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_12_26-k6a37lNUFo9kcDcg.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_12_26-nn1pq9CeD5F-EyXS.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_12_26-PFEQJ1OQVf5BbOLN.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_12_26-pkDdzGNBBi2Su31n.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_12_26-r5oePCv03hXaaI4F.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_12_26-RgGsKV6ef5wfD8bf.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_02_12_26-wszkK9ucyY42WKVh.jpeg;A Rebellion Ignited: Exploring the Spanish Revolution of 1868
5;13;52;13;1;0;0;1;1;1;614,3;351,4;1068,2;409,5;21;0.4;86;"How to become a full stack web developer and frontend backend and database technology
";360;English;Detailed;Neutral;https://cdn.sendsteps.com/images/slides/2024_05_03_01_21-_4zuzkkn19Ryuj8R.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_01_21--3zV6iTOpWyMX3Cn.png||https://cdn.sendsteps.com/images/slides/2024_05_03_01_21-4XX60ikqRjXS3kNO.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_01_21-C9qcC2awcVYGP-1L.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_01_21-DYYeCaIPdArnGuAl.gif||https://cdn.sendsteps.com/images/slides/2024_05_03_01_21-Fa_QKadRWNgMNrtI.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_01_21-fiqYeFz0aeMiuGRB.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_01_21-g_wQxPRj7Um_QCMi.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_01_21-Mkh2Ek_D8abZzc4c.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_01_21-MMSoSukYhysRrrNp.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_01_21-OLkDw3Iwhg6OtoEl.webp||https://cdn.sendsteps.com/images/slides/2024_05_03_01_21-v78xSPFUYCc95g4S.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_01_21-W_ln1FLUgzbHeIGx.png;Exploring Frontend, Backend, and Database Technologies for Full Stack Development
4;13;52;13;1;0;0;1;1;1;651,2;332,1;1012,8;432,6;21;0.4;36;la buen alimentaacion en los jovenes;360;Spanish;Detailed;Casual;https://cdn.sendsteps.com/images/slides/2024_05_03_01_49-_3E2BqDcXVvNG92Y.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_01_49--OSfmA9xZrxY3pjE.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_01_49-1IBfJ-SfW937Q8BU.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_01_49-354jNvLdSJB15LBq.png||https://cdn.sendsteps.com/images/slides/2024_05_03_01_49-4jRRWt-edYd8F7H2.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_01_49-eJMUEpNDksWOAyk4.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_01_49-KIaRhjolxVDCgfxo.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_01_49-MS0WjiwKnNGt5B-U.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_01_49-P7gBOSsIvqqcZ8VE.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_01_49-R6e8G4HpcIHwbXzj.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_01_49-rmt6TDJkOe2JbAqT.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_01_49-RoJAA7anmo7dhg-L.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_01_49-WFoMJ3WcRPt0f33T.jpeg;¡A comer rico y saludable! La clave para jóvenes con energía
1;13;52;13;1;1;0;1;1;1;632,7;333,4;1022,1;410,9;21;0.4;57;A development life cycle of a music website named manthan;360;English;Detailed;Neutral;https://cdn.sendsteps.com/images/slides/2024_05_03_04_59-1Y-iJKWjV0BIBt6j.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_04_59-3adM5xyDqK2-mhLK.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_04_59-b0-Cti9fEn_cdwJH.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_04_59-GPQ8rJNIPLn8huMI.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_04_59-h-MK8NZ9KeH_r9Ym.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_04_59-hDi0r9ZqTyZ-n4FG.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_04_59-j4RilmaC0CatUp-e.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_04_59-lgU7JkdACT41tDtG.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_04_59-p1Zo4BUsMCR-5lUp.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_04_59-tADPq-N6y-mnGmvV.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_04_59-zinCS2jNmM8Y15E5.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_04_59-ZrnlBiT_MsysR_zA.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_04_59-zT4PaDOtAPeWOOsI.jpeg;From Concept to Launch: The Lifecycle of Manthan Music Website
5;6;24;6;0;0;0;1;0;1;646,3;312,3;959;464;21;0.4;48;Liberalization privatization Globalization Model;359;English;Summarized;Persuasive;https://cdn.sendsteps.com/images/slides/2024_05_03_05_50-7sERThu6HcOlc0Cm.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_05_50-7ZNTh3g2FmEioskT.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_05_50-zUnsojDCMudQSfpH.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_05_51-E4ufeCtIg36bxyja.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_05_51-RvnGbysWYO_ChA2y.png||https://cdn.sendsteps.com/images/slides/2024_05_03_05_51-sjfOE9DdpPrOItcm.jpeg;Liberalization privatization Globalization Model 
1;6;24;6;0;0;0;1;0;1;602,3;298;1079;422,5;21;0.4;117;Ppt about mobile and wireless communication including its introduction, history, technology, advantage, disadvantage ;359;English;Summarized;Intellectual;https://cdn.sendsteps.com/images/slides/2024_05_03_06_54-EU87Ht3DegrT2iIm.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_06_54-GjH4ig-FpVrKVvb_.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_06_54-HI3-oAlLloL--yoH.webp||https://cdn.sendsteps.com/images/slides/2024_05_03_06_54-HThCf5z3Lh9VyxQN.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_06_54-KQgGYXZ-CKyMXHMR.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_06_54-ybyrLDGWBEPJm0FA.jpeg;Mobile and wireless communication 
5;10;40;10;1;0;0;1;1;1;559,1;384,2;1164,6;420,3;21;0.4;37;Los consejos parroquiales de familia.;360;Spanish;Informative;Intellectual;https://cdn.sendsteps.com/images/slides/2024_05_03_07_20-18MSK3sFL5AkJxqG.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_07_20-aagVtYyjYymO2tVS.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_07_20-E-zOFQhdk8WzQtYc.png||https://cdn.sendsteps.com/images/slides/2024_05_03_07_20-iCwIVzvph9AIOclE.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_07_20-m0aS8c6a4f3MOPXf.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_07_20-Qx51UOsghvNdfRhz.png||https://cdn.sendsteps.com/images/slides/2024_05_03_07_20-RBZC7s0_0d785NmU.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_07_20-z__a3_GOHT8rG5w6.png||https://cdn.sendsteps.com/images/slides/2024_05_03_07_21-JSR_Au3lqwUWJeA6.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_07_21-nIeaT7ETVm4sYwzO.png;El potencial transformador de los consejos parroquiales de familia en el entorno social
3;10;40;10;1;0;0;1;1;1;583,1;340,7;1104,6;418,5;21;0.4;63;Product and services banned from advertising  some case studies;360;English;Informative;Casual;https://cdn.sendsteps.com/images/slides/2024_05_03_08_00-064vGsryohIi_eYC.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_08_00-8riKZ7fop6vpTgLD.png||https://cdn.sendsteps.com/images/slides/2024_05_03_08_00-8udaDGlxLgQ0OmUw.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_08_00-d0mYqyiICBQcqEH6.png||https://cdn.sendsteps.com/images/slides/2024_05_03_08_00-kz9SZHNPfYX7bkCi.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_08_00-LtvM3BPiL8KX6I-Z.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_08_00-mKm9ZLg9MSx0byKa.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_08_00-pLXNvjRKJkd5QGuv.webp||https://cdn.sendsteps.com/images/slides/2024_05_03_08_00-x6LaUoFW3vmpK-ra.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_08_00-Z0IC_OoPmXNzGHsz.jpeg;Product and services banned from advertising case studies
1;13;52;13;1;1;0;1;1;1;651,2;338,1;1012,8;429,7;21;0.4;19;alzheimer's disease;360;English;Detailed;Neutral;https://cdn.sendsteps.com/images/slides/2024_05_03_08_09--wQS2EwPTus-s8sy.png||https://cdn.sendsteps.com/images/slides/2024_05_03_08_09-7kVhV8-GtMu96w-3.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_08_09-AkGZ_O7uih6WOQvs.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_08_09-GwDKSqIpUQata4dI.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_08_09-iF2qFHeuyGN561Iw.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_08_09-Lpe4CXIxkLPBKeYO.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_08_09-lxODeuHr2oc31Z8y.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_08_09-mqHlrFbCKv4g1XZl.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_08_09-qq_uxn4ObibEsojY.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_08_09-RJHigQ694Yrk63qr.png||https://cdn.sendsteps.com/images/slides/2024_05_03_08_09-ukmma_GcqUcwRjzq.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_08_09-uzndpOZUVo7g1wuR.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_08_09-wcG5xnrZUoVZTW5u.jpeg;Alzheimer's Disease Research: Progress and Future Directions
5;13;52;13;1;0;0;1;1;1;651,2;323,8;1012,8;438,7;21;0.4;15;أساسيات المعلم ;360;Arabic;Detailed;Persuasive;https://cdn.sendsteps.com/images/slides/2024_05_03_11_11-Tz4wjzoyJ5EQA4eh.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_11_12-27T3BQFH7vK7lBXw.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_11_12-4xsKwOA6q5CMFAyQ.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_11_12-60Yuc1RSWXylgbDi.png||https://cdn.sendsteps.com/images/slides/2024_05_03_11_12-cnHTt31OgoB8OwO3.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_11_12-dLKB7ImpTPZuq_IW.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_11_12-glVee_Zpap7EQZNx.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_11_12-sqX9186nQjlhuCpr.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_11_12-sVRvIkc_MgjLdOHA.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_11_12-tLjSHssMdnS1VZIW.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_11_12-vHVcT9ELOfYRQ8Yn.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_11_12-xemy6sJannMeidyc.webp||https://cdn.sendsteps.com/images/slides/2024_05_03_11_12-zVinxPHtVhBl1bOA.jpeg;التطوير المستمر: رحلة المعلم نحو التميز والابتكار
5;6;24;6;1;1;0;1;0;1;602,3;322;1079;388,5;21;0.4;31;Employed performence evaluation;359;Indonesian;Summarized;Intellectual;https://cdn.sendsteps.com/images/slides/2024_05_03_11_30-__voE8FGh_E3t5oB.png||https://cdn.sendsteps.com/images/slides/2024_05_03_11_30-EBzP1kSzq_L0bzDp.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_11_30-gmCRO_3J8OsiED5L.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_11_30-IpiN1QIrJCh3MYLH.png||https://cdn.sendsteps.com/images/slides/2024_05_03_11_30-OxAejP9Ggfrxd0BH.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_11_30-pmqklZ5XBhUsQOof.jpeg;Mendekati Evaluasi Kinerja Karyawan dengan Pendekatan Analitis dan Strategis
5;10;40;10;0;0;0;1;1;1;683,9;338,5;989,4;424,2;21;0.4;24;Enzyme coupled receptors;360;English;Informative;Casual;https://cdn.sendsteps.com/images/slides/2024_05_03_12_27-9cEF7FCQPDlwCzi9.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_12_27-BNHM8r45DFK50gzu.png||https://cdn.sendsteps.com/images/slides/2024_05_03_12_27-C2PXTEfnzF7FdFJm.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_12_27-hwef09iVhgSdgXWB.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_12_27-Ke2c2wUMnRiTSFq3.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_12_27-kV90jCeefYshfHzp.png||https://cdn.sendsteps.com/images/slides/2024_05_03_12_27-mEidorS5TfVAGfmN.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_12_27-PeLNhx23I7rptIpW.webp||https://cdn.sendsteps.com/images/slides/2024_05_03_12_27-rW9wYrzgArZVe3ik.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_12_27-zSkagvHwCBbOPjOu.jpeg;Let's Talk Enzyme Coupled Receptors
5;6;24;6;0;0;0;1;0;1;602,3;325;1079;383,5;21;0.4;24;El capitalismo mercantil;359;Spanish;Summarized;Casual;https://cdn.sendsteps.com/images/slides/2024_05_03_12_50-bT-onP8pjBAeYcA-.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_12_50-FpqtO6gOOih8Sp65.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_12_50-h7HdfYsK80EGerAn.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_12_50-PNFZihtX0rdFpyfg.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_12_50-QH5aXA3yMZi0zq1M.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_03_12_50-tDBIjTCY8N_nXM2z.jpeg;El capitalismo mercantil 
5;13;52;13;1;0;0;1;1;1;632,7;332,1;1022,1;422,4;21;0.4;20;Hormon insulin kimia;360;Indonesian;Detailed;Neutral;https://cdn.sendsteps.com/images/slides/2024_05_04_01_35-5uGrIgUoq0LlNyPt.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_04_01_35-6xa1HXoLJ6bnN6vM.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_04_01_35-6XhzoPULzULLJPzO.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_04_01_35-Ap13NG18flGjr_Qs.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_04_01_35-jyFuZBsJ5wbFAgFc.png||https://cdn.sendsteps.com/images/slides/2024_05_04_01_35-le8r7mQWk2gxLsc5.png||https://cdn.sendsteps.com/images/slides/2024_05_04_01_35-mS90kIMJjyiRk0eH.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_04_01_35-NiiLdGUt7UlrNP9Z.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_04_01_35-npja_YQ4HluZaBCr.png||https://cdn.sendsteps.com/images/slides/2024_05_04_01_35-nYP1vBAYluypBWRf.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_04_01_35-OEPS9btW1jlU8E6h.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_04_01_35-Wpzd-IrzXS2BGwdl.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_04_01_35-Y7WGPop898QJFNxt.jpeg;Hormon Insulin
4;8;38;9;1;0;0;1;1;1;597,1;346,3;1091,7;417,7;21;0.4;6;PSelnt;360;Spanish;Informative;Intellectual;https://cdn.sendsteps.com/images/slides/2024_05_04_02_15-0V_o6IKTGtC7RCkm.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_04_02_15-7VCT6BAPsvDlE9Vm.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_04_02_15-GvRHIR7l9pNXRxLw.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_04_02_15-k5nv4m2GE3DVjYxV.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_04_02_15-NY7cKDC13fkXkjP7.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_04_02_15-p3eh_MyA_gUROwZe.png||https://cdn.sendsteps.com/images/slides/2024_05_04_02_15-Vpg5cRJ6PbwXbXut.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_04_02_15-vZnzCOvnjxdVxdzP.jpeg||https://cdn.sendsteps.com/images/slides/2024_05_04_02_37-n6pdyQFumGOw3bLA.jpeg;PSelnt.: Descifrando su Significado y Utilidad
